Fecha;Artículo;Descripción;Cnt.;Importe
11/10/2025;9788469626733;¡BUENAS NOCHES, LEÓN!;1;13,50
11/10/2025;9788410447080;LA BRUJA DEL AÑO;1;16,50
11/10/2025;9788414343050;PEQUEÑO SHERLOCK: EL;1;7,95
11/10/2025;9788414342718;EL DIARIO DE LA PESTE;1;13,50
11/10/2025;9789504936923;USAR EL CEREBRO;1;8,00
11/10/2025;9788418187063;CUADERNO DE INVIERNO. VOL. 1.;1;12,90
11/10/2025;9782868070715;ANARQUÍA EN DISNEYLANDIA;1;20,00
14/10/2025;9789500700832;LA MUJER ROTA;1;6,00
14/10/2025;9788414334751;CUENTOS Y LEYENDAS ESPAÑ;1;19,95
14/10/2025;9788466755047;DON QUIJOTE DE LA MANCHA;1;13,95
14/10/2025;9788467043662;FRANKENSTEIN;1;11,95
15/10/2025;9788401036811;EL CÍRCULO DE LOS DÍAS;1;24,90
15/10/2025;9788413185507;POLICAN. 5 EL SE¥OR DE LAS PULGAS;1;14,50
15/10/2025;9788469601433;ASÍ ES MI CORAZÓN;1;19,95
15/10/2025;9788488342546;EL CAMALEÓN CAMALEÓNICO;1;6,00
15/10/2025;9788433922069;LLAMADA, LA;1;21,90
15/10/2025;9798395420428;CUADERNO DE RIMAS;1;18,00
16/10/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
16/10/2025;9788491077411;POLICAN. 2 SITUACION DESESPERADA;1;14,50
16/10/2025;9788493375973;LUNA;1;9,50
17/10/2025;9788466344357;AMIGA ESTUPENDA, LA (DOS AMIGAS 1);2;25,90
17/10/2025;9788493651046;LOS COSACOS;1;19,00
18/10/2025;9788420479279;EL VIAJE DE MI PADRE;1;20,90
18/10/2025;9788433998972;VERDOR TERRIBLE, UN;1;18,90
18/10/2025;9788425366079;EL PEQUEÑO ESTUDIO DE LOS RECUERDOS1 PERDIDOS;1;7,00
18/10/2025;9789508892980;BANKSY 3ªED;1;38,00
18/10/2025;9788469847152;PETER PAN;1;9,95
18/10/2025;9788420451466;TRES TRISTES TIGRES;1;20,90
18/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
18/10/2025;9788433966902;AMPLIACION DEL CAMPO DE BATALLA -CM;1;11,90
18/10/2025;9788412145731;CIELOS DE CORDOBA;1;13,95
21/10/2025;9788411488877;ENSAYOS: UNA ANTOLOGÍA;1;21,95
21/10/2025;9788419555403;EL DISEÑO DE SENTIDO;1;25,00
21/10/2025;9788433977151;ADVERSARIO, EL - CM;1;11,90
21/10/2025;9788420650968;LA RIQUEZA DE LAS NACION;1;18,95
22/10/2025;9788493801311;CORREDOR DEL LABERINTO,EL 17ªED;1;19,95
22/10/2025;9788426430793;ABC DE BYOBU, EL;1;17,90
23/10/2025;9788495359452;NOVELA DE AJEDREZ;1;12,00
23/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
23/10/2025;9788411582858;MI LIBRERÍA;1;22,90
23/10/2025;9788411822923;ANP.DETECTIVE EN ACCION;1;11,95
23/10/2025;9788419135575;A LA CAZA DE LOS MONSTRUOS;1;19,95
23/10/2025;9788412645781;AUN NOS QUEDA EL TELEFONO;1;16,90
23/10/2025;9788469666937;ABECECUENTOS CLÁSICOS;1;17,95
23/10/2025;9786316615077;LIBRO DE LA ALMOHADA, EL;1;24,90
23/10/2025;9788410551848;LF.LA HIS DEL FUTBOL CONTADA POR LOS1 FUT;1;18,95
24/10/2025;9788410257559;RECUERDA SIEMPRE;1;21,90
24/10/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
24/10/2025;9788410171282;TIEMPO DE LOS LIRIOS, EL;1;19,00
24/10/2025;9788416748679;TANGO SATÁNICO;1;22,00
25/10/2025;9788416748679;TANGO SATÁNICO;1;22,00
25/10/2025;9788411827652;ANP.EL COLE MOLA UN MONTON;1;11,95
25/10/2025;9788411827652;ANP.EL COLE MOLA UN MONTON;1;11,95
25/10/2025;9788411827652;ANP.EL COLE MOLA UN MONTON;1;11,95
25/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
25/10/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9788410257559;RECUERDA SIEMPRE;1;21,90
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
25/10/2025;9788484721871;ASIENTO EN LAS RUINAS;1;8,00
28/10/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
28/10/2025;9788413184425;PYA.EL POLLO PEPE JUEGA AL ESCONDITE1 CON;1;16,95
28/10/2025;9788427221239;DIARIO DE GREG 15. TOCADO Y HUNDIDO;1;15,95
28/10/2025;9788493375997;MIAU;1;9,50
28/10/2025;9788419089847;CASI;1;19,95
29/10/2025;9788467044027;LA CASA DE BERNARDA ALBA;1;10,95
29/10/2025;9788417977580;HAMNET 17ªED;1;23,95
29/10/2025;9788466331845;BESTIARIO;1;10,95
30/10/2025;9788412779998;TOMATES VERDES FRITOS EN EL CAFE DE 1WHISTLE;1;26,00
30/10/2025;9788492663439;MI PLANTA DE NARANJA LIMA 14ªED;1;13,95
30/10/2025;9788420475738;SALVAJES Y SENTIMENTALES;1;18,90
30/10/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;2;40,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;2;40,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;2;40,00
30/10/2025;9788411582858;MI LIBRERÍA;1;22,90
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;2;40,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
30/10/2025;9788412495843;EL LIBRO ROJO;1;44,00
30/10/2025;9788494905476;TÚ ERES ESO;1;20,00
31/10/2025;9788437637891;LA COLMENA;1;13,95
31/10/2025;9788490322222;DIME QUIÉN SOY;1;12,95
31/10/2025;9788411071123;UN VIEJO QUE LEÍA NOVELAS DE AMOR;1;9,95
31/10/2025;9788413921419;CHI.1 EL CLUB DE COMIC DE CHIKIGATO;1;12,50
31/10/2025;9788469628959;MOLA ESCOBA. MINICUENTO;1;12,50
31/10/2025;9788469664568;POP-UP. ¿DÓNDE ESTÁ? MAR;1;16,95
31/10/2025;9788439738107;SOLITO;1;23,90
04/11/2025;9788467550337;L.ESTA ES LULU;1;12,95
04/11/2025;9788467560435;L.A LULU LE GUSTA EL COLEGIO;1;12,95
04/11/2025;9788467585766;L.LULU TIENE UN HERMANITO;1;12,95
04/11/2025;9788412842333;LAS ESTANCIAS SECRETAS;1;22,00
04/11/2025;9788415934073;MODO LINTERNA;1;16,00
04/11/2025;9791387807900;PILDORAS ANTIEMETICAS;1;20,00
04/11/2025;9788433998248;PELIGROS DE FUMAR EN LA CAMA, LOS;1;18,90
04/11/2025;9788413185484;PGS.CUANDO ESTOY CONTENTO;1;5,95
04/11/2025;9788420479279;EL VIAJE DE MI PADRE;1;20,90
04/11/2025;9788426430793;ABC DE BYOBU, EL;1;17,90
05/11/2025;9788469626818;MIRA, TOCA, SIENTE;1;15,95
06/11/2025;9788418436208;EL INFINITO EN UN JUNCO (ED. REGALO);1;29,95
06/11/2025;9788416011452;Y SEIOBO DESCENDIÓ A LA TIERRA;1;28,00
06/11/2025;9788419942319;LA PENÍNSULA DE LAS CASAS VACÍAS;1;26,00
06/11/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
06/11/2025;9788420476827;LOS ALEMANES;1;20,90
06/11/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
07/11/2025;9788418897436;ATRAPA EL PEZ DORADO;1;19,90
07/11/2025;9788401036811;EL CÍRCULO DE LOS DÍAS;1;24,90
07/11/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
07/11/2025;9788496834385;RELATOS;1;29,00
07/11/2025;9788439745297;LOCO DE DIOS EN EL FIN DEL MUNDO. EL;1;23,90
08/11/2025;9781948517768;SÓRDIDA TROPICAL;1;12,00
08/11/2025;9788417742485;COLORES;1;12,50
08/11/2025;9788434833630;ABEZOO;1;16,00
08/11/2025;9788469663455;EL GRÚFALO.MINICUENTO;1;12,50
08/11/2025;9788469669723;CASA MÁS PEQUEÑA MINICUE;1;12,50
08/11/2025;9788469663240;¡CÓMO MOLA TU ESCOBA!;1;16,95
08/11/2025;9788413431475;SU PROPIO COLOR;1;14,00
08/11/2025;9788493378011;COCODRILO;1;9,50
08/11/2025;9788419135513;JAN Y LA CIUDAD PERDIDA;1;15,95
08/11/2025;9788467507355;CPSE.CRISOL Y SU ESTRELLA;1;9,50
08/11/2025;9788469888728;D. UNIC.4. PRINC. DUENDE;1;11,95
08/11/2025;9788469663271;EL GRÚFALO;1;16,95
08/11/2025;9788413923901;BVB.170 LA COSA NEGRA;1;8,50
08/11/2025;9788490668061;LAS MALAS;1;18,00
08/11/2025;9788402429551;MORTADELO Y FILEMÓN;1;15,95
08/11/2025;9788402429834;IBÁÑEZ MÍTICO 1 - HACHÍS... ¡SALUD!;1;17,95
08/11/2025;9788410551848;LF.LA HIS DEL FUTBOL CONTADA POR LOS1 FUT;1;18,95
11/11/2025;9791387688325;LA CASA DE LOS EXTRAÑOS HUÉSPEDES;1;19,95
11/11/2025;9788433919632;CASI NADA QUE PONERTE;1;8,00
11/11/2025;9788433924261;INFORME, EL;1;18,90
11/11/2025;9788412901177;PRINCIPITO, EL;1;13,90
12/11/2025;9788410552067;POLICAN.13 ERASE UNA VEZ JOSELITO;1;14,50
12/11/2025;9788498569049;CHI.4 COLABORACIONES;1;12,50
12/11/2025;9788433905161;LITERATURA INFANTIL;1;18,90
13/11/2025;9788469836095;LA VUELTA AL MUNDO 80 D.;1;13,95
13/11/2025;9788433914699;SENDA DEL PERDEDOR, LA - CM;1;13,90
13/11/2025;9788433947833;DE QUÉ HABLAMOS CUANDO HABLAMOS 1DE AMOR;1;11,90
13/11/2025;9788469641538;JUANITO PINGÜINO VIAJERO;1;16,95
13/11/2025;9788496489028;NOCHE FANTÁSTICA;1;20,00
14/11/2025;9788410496590;SOY LA DAGA Y SOY LA HERIDA;1;19,90
14/11/2025;9789873874123;ACA EL TIEMPO ES OTRA COSA;1;14,00
14/11/2025;9788418218576;MADRES E HIJOS;1;16,90
14/11/2025;9788087656549;PRINCESA MIAMI;1;12,90
14/11/2025;9788417375959;ESTA ES TU CASA, FIDEL;1;18,90
14/11/2025;9798288505010;MI ÚLTIMO VIAJE EN LADA;1;20,00
14/11/2025;9798434973106;IMAGO MUNDI V;1;18,00
14/11/2025;9788414340561;LOS UNICORNIOS(LEER A OS;1;16,95
14/11/2025;9788419172372;LA REINA EN LA CUEVA;1;17,90
14/11/2025;9789876999304;UN DESTINO SUDAMERICANO;1;22,00
14/11/2025;9789876999304;UN DESTINO SUDAMERICANO;1;22,00
15/11/2025;9788433916556;PIEDRA DE LA LOCURA, LA;1;10,90
15/11/2025;9788490669785;MI FILOSOFIA DE A A B Y DE B A A;1;10,95
15/11/2025;9788402430717;DULCE NAVIDAD;1;10,95
15/11/2025;9788416858781;CASTILLO AMBULANTE,EL 18ªED;1;17,95
15/11/2025;9788439745877;BUE;1;21,90
15/11/2025;9788467861327;EL COLEGIO MÁS RARO DEL;1;10,50
15/11/2025;9788430627899;EL FIN DEL MUNDO COMÚN;1;21,90
15/11/2025;9788411582858;MI LIBRERÍA;1;22,90
18/11/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
18/11/2025;9788469628959;MOLA ESCOBA. MINICUENTO;1;12,50
18/11/2025;9788469667316;GIGANTE MÁS ELEGANTE;1;12,50
18/11/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
18/11/2025;9788401035241;MI NOMBRE ES EMILIA DEL VALLE;1;22,90
18/11/2025;9788416677399;APEGOS FEROCES 17ªED;1;19,90
18/11/2025;9788433999573;PALABRAS JUSTAS, LAS;1;17,90
18/11/2025;9788433980830;GRATITUDES, LAS;1;19,90
19/11/2025;9788401037078;CUANDO ELLOS SE VAN;1;21,90
19/11/2025;9788433947642;NUEVA ERA DEL KITSCH, LA;1;25,90
19/11/2025;9781785040573;THE CHIMP PARADOX;1;14,37
20/11/2025;9788410323988;CUADERNO DE INVIERNO. VOL. 6;1;12,90
20/11/2025;9788418798726;UNICORNIA. UNA FIESTA DEL REVÉS;1;10,95
20/11/2025;9788419501998;UNICORNIA. UN BAILE HECHIZADO;1;10,95
21/11/2025;9788413617022;AUN ESTOY AQUI;1;22,90
21/11/2025;9788433908407;SEDA;1;5,00
22/11/2025;9788413183947;POLICAN. 4 POLICAN Y CHIKIGATO;1;14,50
22/11/2025;9788467594454;POLICAN;1;14,50
22/11/2025;9788411207836;BYE.LOS ANIMALES;1;11,95
22/11/2025;9788419103352;EL COLEGIO DE LAS HADAS;1;27,96
22/11/2025;9788433947642;NUEVA ERA DEL KITSCH, LA;1;25,90
22/11/2025;9788408223436;LA NOCHE. TOCA Y ESCUCHA;1;14,96
22/11/2025;9788419102195;POLICAN.10 MADRES BORRASCOSAS;1;14,50
22/11/2025;9788434833630;ABEZOO;1;16,00
22/11/2025;9788469663240;¡CÓMO MOLA TU ESCOBA!;1;16,95
22/11/2025;9788469664575;HIJA GRÚFALO.MINICUENTO;1;12,50
22/11/2025;9788469643884;EL GRÚFALO. POP-UP;1;21,95
22/11/2025;9788469607824;ABECEMOCIONES;1;18,50
22/11/2025;9788494820694;TENGO UN VOLCAN;1;14,00
22/11/2025;9788411076784;ESE MONTON DE ESPEJOS ROTOS;1;23,90
25/11/2025;9788418945786;MELANCOLÍA DE LAS COSAS;1;21,95
25/11/2025;9788426402592;EL TANGO;1;8,00
25/11/2025;9788432242120;LA MALA COSTUMBRE;1;19,00
25/11/2025;9788420476179;LA PERRA;1;18,90
25/11/2025;9788478442584;EL ELOGIO DE LA SOMBRA;1;12,95
26/11/2025;9788414336854;CÓMO CELEBR LA NAVIDAD;1;9,95
26/11/2025;9788087656549;PRINCESA MIAMI;1;12,90
26/11/2025;9788087656594;LA NADA CUBANA;1;12,90
27/11/2025;9788433973009;ANTAGONÍA;1;29,90
27/11/2025;9788410317321;BELLEZA TERRIBLE, UNA;1;21,00
27/11/2025;9780197555675;RETROFITTING LENINISM;1;5,00
28/11/2025;9788418218576;MADRES E HIJOS;1;16,90
28/11/2025;9788418218576;MADRES E HIJOS;1;16,90
28/11/2025;9788418218576;MADRES E HIJOS;1;16,90
28/11/2025;9788410323988;CUADERNO DE INVIERNO. VOL. 6;1;12,90
28/11/2025;9788416251001;CASA,LA 8ªED;1;18,00
28/11/2025;9788410550667;LA.LA MAGIA DE LA NAVIDAD;1;14,50
28/11/2025;9788414340738;APESTOSO TIO MUFFIN ESPE;1;16,95
28/11/2025;9788496629394;¡CANTA, RUISEÑOR, CANTA!;1;11,00
28/11/2025;9788420478869;TRASTORNO;1;17,90
29/11/2025;9780714867526;MEXICO THE COOKBOOK;1;45,00
29/11/2025;9788419958228;LA LEYENDA DEL SANTO BEBEDOR;1;12,00
29/11/2025;9788433914699;SENDA DEL PERDEDOR, LA - CM;1;13,90
29/11/2025;9788410178779;HAMNET (EDICION ILUSTRADA);1;26,95
29/11/2025;9788420476889;EL CELO;1;19,90
29/11/2025;9788410163706;TRONO DE CRISTAL;1;19,50
29/11/2025;9788412198096;ESTA HERIDA LLENA DE PECES;1;16,90
02/12/2025;9788410550834;EL PLANETA TIERRA;1;19,95
04/12/2025;9788426405739;FICCIONES;1;17,90
09/12/2025;9788408306863;EL ULTIMO SECRETO;1;24,90
09/12/2025;9788410309166;ENSAYOS SOBRE EL NARRADOR, LOS;1;20,00
09/12/2025;9788433929457;HABITACIÓN DE LAS AHOGADAS, LA;1;12,90
09/12/2025;9788433999030;AMOR, UN;1;18,90
09/12/2025;9788413431338;CHIMICHIRRI;1;14,00
09/12/2025;9788413432526;LOS MIGRANTES;1;16,00
10/12/2025;9788410551756;PYA.BUSCA AL POLLO PEPE;1;15,95
10/12/2025;9788469623282;¿QUIERES TOCAR UN DINOSA;1;12,95
10/12/2025;9788417977580;HAMNET 17ªED;1;23,95
11/12/2025;9788419437808;LA SEDUCCIÓN / SEDUCTION;1;18,90
11/12/2025;9788410552067;POLICAN.13 ERASE UNA VEZ JOSELITO;1;14,50
11/12/2025;9788412808902;OCHO ENTREVISTAS INVENTADAS;1;13,90
11/12/2025;9788466345002;KASSEL NO INVITA A LA LÓGICA;1;12,95
12/12/2025;9788494157820;MONSTRUO DE COLORES,EL POP UP;1;24,90
12/12/2025;9788433929723;LIBRO DE LAS HERMANAS, EL;1;18,90
12/12/2025;9788433980830;GRATITUDES, LAS;1;19,90
12/12/2025;9788433030559;EL SILENCIO, LA DICHA;1;9,00
12/12/2025;9781948517102;EL COMPAÑERO QUE ME ATIENDE;1;20,00
12/12/2025;9788416858804;CASA DE LOS MIL PASILLOS,LA NE;1;17,95
12/12/2025;9788419835734;SECRETO DE LA ASISTENTA, EL;1;20,90
13/12/2025;9788433998972;VERDOR TERRIBLE, UN;1;18,90
13/12/2025;9788408304104;POBRE;1;19,90
13/12/2025;9788433929723;LIBRO DE LAS HERMANAS, EL;1;18,90
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;2;30,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
13/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
16/12/2025;9788411828529;MPD.8 LOS VOLCANES;1;12,95
16/12/2025;9788418935695;POEMAS INMORALES;1;23,00
16/12/2025;9788427200074;DIARIO DE GREG 3. ESTO ES EL COLMO;1;15,95
16/12/2025;9788411822923;ANP.DETECTIVE EN ACCION;1;11,95
16/12/2025;9788412971880;LA CATEDRAL DE LA MUJER;1;15,00
16/12/2025;9788469665534;UNICORNIO BLANDITO;1;14,50
16/12/2025;9788466678605;MYTHOS: GUÍA ILUSTRADA DE MITOLOGÍA1GRIEGA /;1;21,90
16/12/2025;9788401020841;RECETA A RECETA;1;21,90
16/12/2025;9788433947918;MIL COSAS;1;18,90
17/12/2025;9788433929723;LIBRO DE LAS HERMANAS, EL;1;18,90
17/12/2025;9788418342257;LOS NOMBRES PROPIOS;1;19,90
17/12/2025;9788433998064;COSAS QUE PERDIMOS EN EL FUEGO, LAS;1;10,00
17/12/2025;9788418782060;ALEN ALEN;3;45,00
17/12/2025;9788437647982;"HIMMELWEG; EL JARDÍN QUE";3;49,50
17/12/2025;9788415130048;RULETISTA,EL 8ªED;1;12,95
17/12/2025;9788417726584;LA CASA HECHIZADA;1;13,50
17/12/2025;9791370090210;A SANGRE Y FUEGO;1;13,95
17/12/2025;9788419738684;FUEGO CRUZADO;1;28,00
17/12/2025;9788491996361;ESPAÑA DIVERSA;1;24,90
17/12/2025;9788415130048;RULETISTA,EL 8ªED;1;12,95
17/12/2025;9788432201738;MONTEDIDIO;2;19,90
17/12/2025;9788410206359;MARAVILLOSO MAGO DE OZ, EL;1;15,95
17/12/2025;9788410317208;PASIÓN DE LOS EXTRAÑOS, LA;1;18,90
17/12/2025;9788494176524;¡OH! LA LUNA;1;12,00
18/12/2025;9788433904966;LIBRE;1;20,90
18/12/2025;9791370090203;JUAN BELMONTE, MATADOR D;1;15,95
18/12/2025;9788411004190;EPIDEMIA ULTRA;1;19,90
18/12/2025;9788411004190;EPIDEMIA ULTRA;1;19,90
18/12/2025;9788410415133;EL FINAL DEL BOSQUE;1;19,95
18/12/2025;9788412842340;EL ARTE DE CONVERSAR;1;18,00
18/12/2025;9788410352018;HAN CANTADO BINGO;1;18,90
18/12/2025;9788425451447;LA SOCIEDAD DEL CANSANCIO;1;11,50
18/12/2025;9788411316729;LIBRO DE LOS VINOS DE JEREZ,EL NE;1;37,95
19/12/2025;9788412899511;NACIDOS DE LAS ESTRELLAS;1;29,00
19/12/2025;9788411822954;CHI.5 INFLUENCERS;1;12,50
19/12/2025;9788414340752;PEQUEÑO SHERLOCK NAVIDAD;1;14,90
19/12/2025;9788498569049;CHI.4 COLABORACIONES;1;12,50
19/12/2025;9788423365883;LOS NUEVOS;1;21,90
19/12/2025;9788433980830;GRATITUDES, LAS;1;19,90
19/12/2025;9788417977764;SEGUNDA CASA 2ªED;1;17,95
19/12/2025;9791370090517;¿QUÉ PASA CON BAUM?;1;20,50
20/12/2025;9788419654618;PAPÁ NOEL;1;16,90
20/12/2025;9788410171664;AMORES INCONSTANTES, LOS;1;21,90
20/12/2025;9788495359490;EL MUNDO DE AYER;1;30,00
20/12/2025;9788411823869;LF.25 EL MISTERIO DEL GOL DE ORO;1;12,95
20/12/2025;9788414336854;CÓMO CELEBR LA NAVIDAD;1;9,95
20/12/2025;9788410352018;HAN CANTADO BINGO;1;18,90
20/12/2025;9788412145700;COMO SI EXISTIESE EL PERDON 6ªED;1;15,95
20/12/2025;9788412757088;VIDAS SECAS;1;17,95
20/12/2025;9788433973764;CREMATORIO - CM;1;14,90
20/12/2025;9788469629550;JUEGA ESCONDITE LETRAS D;1;13,95
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;2;32,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
20/12/2025;9788417074241;¡A DIBUJAR!;1;16,50
20/12/2025;9791221099836;DE ABRAZOS Y OTRAS INQUIETUDES;1;16,00
22/12/2025;9788416748679;TANGO SATÁNICO;1;24,00
23/12/2025;9788408296225;RECONCILIACIÓN;1;24,90
23/12/2025;9788410309166;ENSAYOS SOBRE EL NARRADOR, LOS;1;20,00
23/12/2025;9788433948052;EL CONTRABANDO EJEMPLAR;1;19,90
23/12/2025;9788419834836;TRES MUERTES DE SARAH COLBERT, LAS;1;22,00
23/12/2025;9788433929457;HABITACIÓN DE LAS AHOGADAS, LA;1;12,90
23/12/2025;9788483835241;KAFKA EN LA ORILLA MAXI TUSQUETS;1;12,95
23/12/2025;9788412912524;SINDROME 1933 4ªED;1;19,95
24/12/2025;9788411582858;MI LIBRERÍA;1;22,90
24/12/2025;9788412978254;AVENTURAS DE MARCO POLO, LAS;1;19,90
24/12/2025;9788417074029;PIENSA Y CREA COMO UN ARTISTA;1;15,00
24/12/2025;9788419877352;SANTO TOMAS DE AQUINO;1;17,90
26/12/2025;9788415277477;EL TRIUNFO DE LA MÚSICA;1;29,00
26/12/2025;9788419437983;ALIMENTAR A LOS FANTASMAS;1;32,90
26/12/2025;9788410060593;TEBANAS;1;16,50
26/12/2025;9788410060593;TEBANAS;1;16,50
26/12/2025;9788412145762;DIME UNA ADIVINANZA 3ªED;1;17,95
26/12/2025;9788469643884;EL GRÚFALO. POP-UP;1;21,95
26/12/2025;9788410060593;TEBANAS;1;16,50
26/12/2025;9788401037016;GUERRA SUCIA;1;24,90
27/12/2025;9788410415188;POEMAS ESCOGIDOS 1962-1996;1;22,95
27/12/2025;9788433960733;CHICAS, LAS - CM;1;13,90
27/12/2025;9788408296225;RECONCILIACIÓN;1;24,90
27/12/2025;9788419620729;SUPERVIVIENTE DE AUSCHWITZ,EL 2ªED;1;12,90
27/12/2025;9788437608662;CAMPOS DE CASTILLA;1;10,50
27/12/2025;9788419654618;PAPÁ NOEL;1;16,90
27/12/2025;9780241664124;CAMIONES;1;7,95
27/12/2025;9780241664148;PEQUEÑOS DINOSAURIOS;1;7,95
27/12/2025;9788411207836;BYE.LOS ANIMALES;1;11,95
27/12/2025;9788419102324;ANP.UNA CARRERA MUY MARRON;2;23,90
27/12/2025;9788419102331;ANP.UNA AVENTURA SIN PANTALON;2;23,90
27/12/2025;9788491077701;BVBOC.2 LOS MONSTRUOS NO ME DEJAN 1DORMI;1;8,50
27/12/2025;9788430971152;POLÍTICAS DEL ODIO;1;28,95
27/12/2025;9788410178359;REVOLUCION;1;26,95
27/12/2025;9788410178427;SIETE AÑOS EN EL TIBET;1;24,95
30/12/2025;9788433920423;CONJURA DE LOS NECIOS, LA - CM;1;13,90
30/12/2025;9788496333604;LA CONJURA DE LOS NECIOS;1;8,00
30/12/2025;9788419654892;BLACKWATER I. LA RIADA;1;9,90
30/12/2025;9788419654915;BLACKWATER II. EL DIQUE;1;9,90
30/12/2025;9788419654953;BLACKWATER IV. LA GUERRA;1;9,90
30/12/2025;9788419654977;BLACKWATER V. LA FORTUNA;1;9,90
31/12/2025;9788418342257;LOS NOMBRES PROPIOS;1;19,90
31/12/2025;9788449342868;TODA LA BELLEZA DEL MUNDO;1;19,90
31/12/2025;9788419085672;ESCUELA DE MONSTRUOS;1;7,95
31/12/2025;9788420479446;MISIÓN EN PARÍS;1;21,90
02/01/2026;9788414334478;ANA DE LAS TEJAS VERDES;1;13,95
02/01/2026;9788433997906;BLITZ;1;5,00
02/01/2026;9788419036728;LOS COMIENZOS DEL JAZZ;1;30,00
02/01/2026;9788410060593;TEBANAS;3;49,50
03/01/2026;9788417726331;FRANKENSTEIN O EL MODERNO PROMETEO;1;15,00
03/01/2026;9788413923642;GUIA PARA OBSERVAR EL OCEANO;1;15,95
